3.300000000000000000e+01,1.440000000000000000e+02
3.900000000000000000e+01,1.250000000000000000e+02
1.030000000000000000e+02,1.330000000000000000e+02
1.120000000000000000e+02,7.100000000000000000e+01
1.340000000000000000e+02,7.100000000000000000e+01
1.780000000000000000e+02,6.500000000000000000e+01
2.070000000000000000e+02,5.800000000000000000e+01
2.070000000000000000e+02,9.800000000000000000e+01
2.240000000000000000e+02,6.500000000000000000e+01
2.530000000000000000e+02,5.800000000000000000e+01
1.080000000000000000e+02,1.000000000000000000e+02
2.420000000000000000e+02,7.100000000000000000e+01
1.920000000000000000e+02,6.300000000000000000e+01
