2.410000000000000000e+02,1.160000000000000000e+02
2.080000000000000000e+02,1.160000000000000000e+02
1.750000000000000000e+02,1.070000000000000000e+02
1.570000000000000000e+02,9.500000000000000000e+01
1.430000000000000000e+02,1.070000000000000000e+02
1.300000000000000000e+02,9.900000000000000000e+01
9.500000000000000000e+01,1.180000000000000000e+02
8.800000000000000000e+01,1.210000000000000000e+02
8.200000000000000000e+01,9.500000000000000000e+01
5.600000000000000000e+01,1.060000000000000000e+02
3.200000000000000000e+01,1.060000000000000000e+02
4.500000000000000000e+01,9.200000000000000000e+01
1.400000000000000000e+01,1.160000000000000000e+02
