2.180000000000000000e+02,1.320000000000000000e+02
2.250000000000000000e+02,1.460000000000000000e+02
1.850000000000000000e+02,1.600000000000000000e+02
1.430000000000000000e+02,1.460000000000000000e+02
1.310000000000000000e+02,1.390000000000000000e+02
1.200000000000000000e+02,1.420000000000000000e+02
1.120000000000000000e+02,1.170000000000000000e+02
1.050000000000000000e+02,1.190000000000000000e+02
9.600000000000000000e+01,1.220000000000000000e+02
9.000000000000000000e+01,1.180000000000000000e+02
5.500000000000000000e+01,1.740000000000000000e+02
6.200000000000000000e+01,1.260000000000000000e+02
3.800000000000000000e+01,1.260000000000000000e+02
