1.000000000000000000e+01,1.220000000000000000e+02
2.000000000000000000e+01,1.320000000000000000e+02
5.200000000000000000e+01,1.190000000000000000e+02
6.600000000000000000e+01,1.250000000000000000e+02
5.000000000000000000e+01,1.890000000000000000e+02
8.900000000000000000e+01,1.370000000000000000e+02
1.340000000000000000e+02,1.260000000000000000e+02
1.570000000000000000e+02,1.220000000000000000e+02
1.720000000000000000e+02,1.190000000000000000e+02
1.780000000000000000e+02,1.270000000000000000e+02
2.030000000000000000e+02,1.220000000000000000e+02
2.130000000000000000e+02,1.210000000000000000e+02
2.400000000000000000e+02,1.330000000000000000e+02
2.040000000000000000e+02,1.680000000000000000e+02
2.530000000000000000e+02,1.260000000000000000e+02
