1.000000000000000000e+00,1.240000000000000000e+02
1.600000000000000000e+01,1.110000000000000000e+02
5.000000000000000000e+01,1.120000000000000000e+02
6.400000000000000000e+01,9.500000000000000000e+01
8.600000000000000000e+01,1.000000000000000000e+02
1.120000000000000000e+02,8.900000000000000000e+01
1.210000000000000000e+02,9.700000000000000000e+01
1.480000000000000000e+02,1.090000000000000000e+02
1.530000000000000000e+02,9.500000000000000000e+01
1.650000000000000000e+02,9.500000000000000000e+01
1.810000000000000000e+02,9.200000000000000000e+01
1.860000000000000000e+02,9.200000000000000000e+01
1.980000000000000000e+02,9.300000000000000000e+01
2.120000000000000000e+02,8.900000000000000000e+01
2.200000000000000000e+02,8.900000000000000000e+01
2.290000000000000000e+02,8.500000000000000000e+01
2.400000000000000000e+02,8.400000000000000000e+01
2.070000000000000000e+02,9.500000000000000000e+01
