4.000000000000000000e+01,8.100000000000000000e+01
8.200000000000000000e+01,7.900000000000000000e+01
1.120000000000000000e+02,7.900000000000000000e+01
1.740000000000000000e+02,7.700000000000000000e+01
2.240000000000000000e+02,7.400000000000000000e+01
2.420000000000000000e+02,3.200000000000000000e+01
2.100000000000000000e+02,5.400000000000000000e+01
1.930000000000000000e+02,3.100000000000000000e+01
1.690000000000000000e+02,5.200000000000000000e+01
1.300000000000000000e+02,5.300000000000000000e+01
1.290000000000000000e+02,3.400000000000000000e+01
9.900000000000000000e+01,2.500000000000000000e+01
6.700000000000000000e+01,5.300000000000000000e+01
5.800000000000000000e+01,3.000000000000000000e+01
1.600000000000000000e+01,5.000000000000000000e+01
2.500000000000000000e+01,3.200000000000000000e+01
