2.310000000000000000e+02,2.100000000000000000e+01
1.880000000000000000e+02,2.700000000000000000e+01
1.780000000000000000e+02,2.600000000000000000e+01
1.710000000000000000e+02,2.900000000000000000e+01
1.580000000000000000e+02,4.300000000000000000e+01
1.410000000000000000e+02,3.400000000000000000e+01
1.240000000000000000e+02,3.400000000000000000e+01
1.390000000000000000e+02,2.400000000000000000e+01
1.070000000000000000e+02,3.900000000000000000e+01
7.100000000000000000e+01,3.300000000000000000e+01
9.200000000000000000e+01,3.400000000000000000e+01
5.700000000000000000e+01,3.400000000000000000e+01
4.700000000000000000e+01,3.700000000000000000e+01
3.500000000000000000e+01,6.000000000000000000e+01
2.100000000000000000e+01,6.700000000000000000e+01
1.100000000000000000e+01,2.100000000000000000e+01
2.000000000000000000e+00,2.900000000000000000e+01
9.200000000000000000e+01,8.500000000000000000e+01
9.800000000000000000e+01,3.500000000000000000e+01
1.010000000000000000e+02,3.500000000000000000e+01
