6.100000000000000000e+01,1.000000000000000000e+02
8.000000000000000000e+00,1.060000000000000000e+02
4.000000000000000000e+00,8.100000000000000000e+01
2.500000000000000000e+01,7.500000000000000000e+01
4.700000000000000000e+01,7.700000000000000000e+01
7.100000000000000000e+01,9.300000000000000000e+01
1.180000000000000000e+02,9.200000000000000000e+01
1.610000000000000000e+02,8.900000000000000000e+01
1.850000000000000000e+02,8.300000000000000000e+01
1.700000000000000000e+02,7.200000000000000000e+01
1.410000000000000000e+02,7.600000000000000000e+01
1.220000000000000000e+02,6.800000000000000000e+01
1.050000000000000000e+02,6.900000000000000000e+01
9.500000000000000000e+01,7.000000000000000000e+01
8.400000000000000000e+01,8.100000000000000000e+01
7.100000000000000000e+01,6.800000000000000000e+01
4.300000000000000000e+01,6.300000000000000000e+01
1.120000000000000000e+02,8.300000000000000000e+01
1.190000000000000000e+02,7.500000000000000000e+01
