1.070000000000000000e+02,1.220000000000000000e+02
1.210000000000000000e+02,1.290000000000000000e+02
1.240000000000000000e+02,1.130000000000000000e+02
1.370000000000000000e+02,1.300000000000000000e+02
1.580000000000000000e+02,1.090000000000000000e+02
1.810000000000000000e+02,1.110000000000000000e+02
2.260000000000000000e+02,1.160000000000000000e+02
2.340000000000000000e+02,1.100000000000000000e+02
1.350000000000000000e+02,1.100000000000000000e+02
1.580000000000000000e+02,9.900000000000000000e+01
1.350000000000000000e+02,1.010000000000000000e+02
