2.540000000000000000e+02,1.240000000000000000e+02
2.390000000000000000e+02,1.110000000000000000e+02
2.050000000000000000e+02,1.120000000000000000e+02
1.910000000000000000e+02,9.500000000000000000e+01
1.690000000000000000e+02,1.000000000000000000e+02
1.430000000000000000e+02,8.900000000000000000e+01
1.340000000000000000e+02,9.700000000000000000e+01
1.070000000000000000e+02,1.090000000000000000e+02
1.020000000000000000e+02,9.500000000000000000e+01
9.000000000000000000e+01,9.500000000000000000e+01
7.400000000000000000e+01,9.200000000000000000e+01
6.900000000000000000e+01,9.200000000000000000e+01
5.700000000000000000e+01,9.300000000000000000e+01
4.300000000000000000e+01,8.900000000000000000e+01
3.500000000000000000e+01,8.900000000000000000e+01
2.600000000000000000e+01,8.500000000000000000e+01
1.500000000000000000e+01,8.400000000000000000e+01
4.800000000000000000e+01,9.500000000000000000e+01
