2.400000000000000000e+01,2.100000000000000000e+01
6.700000000000000000e+01,2.700000000000000000e+01
7.700000000000000000e+01,2.600000000000000000e+01
8.400000000000000000e+01,2.900000000000000000e+01
9.700000000000000000e+01,4.300000000000000000e+01
1.140000000000000000e+02,3.400000000000000000e+01
1.310000000000000000e+02,3.400000000000000000e+01
1.160000000000000000e+02,2.400000000000000000e+01
1.480000000000000000e+02,3.900000000000000000e+01
1.840000000000000000e+02,3.300000000000000000e+01
1.630000000000000000e+02,3.400000000000000000e+01
1.980000000000000000e+02,3.400000000000000000e+01
2.080000000000000000e+02,3.700000000000000000e+01
2.200000000000000000e+02,6.000000000000000000e+01
2.340000000000000000e+02,6.700000000000000000e+01
2.440000000000000000e+02,2.100000000000000000e+01
2.530000000000000000e+02,2.900000000000000000e+01
1.630000000000000000e+02,8.500000000000000000e+01
1.570000000000000000e+02,3.500000000000000000e+01
1.540000000000000000e+02,3.500000000000000000e+01
