2.450000000000000000e+02,1.500000000000000000e+02
2.250000000000000000e+02,1.560000000000000000e+02
2.090000000000000000e+02,1.580000000000000000e+02
1.850000000000000000e+02,1.500000000000000000e+02
1.730000000000000000e+02,1.540000000000000000e+02
1.570000000000000000e+02,1.530000000000000000e+02
1.420000000000000000e+02,1.510000000000000000e+02
1.190000000000000000e+02,1.550000000000000000e+02
1.060000000000000000e+02,1.590000000000000000e+02
8.700000000000000000e+01,1.570000000000000000e+02
7.000000000000000000e+01,1.520000000000000000e+02
5.200000000000000000e+01,1.520000000000000000e+02
